5.04	2.89	38	85	33.97
5.04	2.83	35	84	33.69
5.04	2.77	36	84	33.02
5.04	2.89	36	76	37.98
5.04	2.80	36	78	35.93
5.04	2.85	36	75	38.01
5.04	2.84	37	74	38.35
5.04	2.68	34	80	33.55
5.04	2.81	34	77	36.46
5.04	2.80	35	80	35.05
5.04	2.80	36	80	34.96
5.04	2.63	35	84	31.34
5.04	2.76	36	85	32.50
5.04	2.84	36	77	36.93
